customer_id,month_01,month_02,month_03,month_04,month_05,month_06,month_07,month_08,month_09,month_10,month_11,month_12,month_13,month_14,month_15,month_16,month_17,month_18,month_19,month_20,month_21,month_22,month_23,month_24,clv
0,47.99,47.99,47.99,47.99,47.99,47.99,-50.10271668193956,0.0,145.9582380702361,47.99,120.55984634392618,0.0,82.05045710658004,0.0,49.00376638440917,141.52942515655582,47.99,3.0714708378939832,0.0,72.47954681368883,41.26239177745044,0.0,55.68068134719276,0.0,1045.4131071559937
1,0.0,47.99,0.0,47.99,47.99,0.0,-86.85974281080348,47.99,43.231688610829025,0.0,105.12408252269415,47.99,35.750913865674306,47.99,49.00376638440917,111.92533058814766,0.0,3.0714708378939832,0.0,50.6229522914854,2.3356674237115977,47.99,55.68068134719276,6.99,712.8068110612346
2,0.0,47.99,47.99,47.99,47.99,47.99,-50.10271668193956,47.99,145.9582380702361,47.99,120.55984634392618,0.0,35.750913865674306,0.0,49.00376638440917,141.52942515655582,0.0,3.0714708378939832,47.99,72.47954681368883,2.3356674237115977,0.0,55.68068134719276,0.0,960.1868395613492
3,47.99,0.0,0.0,47.99,47.99,47.99,-50.10271668193956,47.99,43.231688610829025,47.99,105.12408252269415,47.99,82.05045710658004,0.0,49.00376638440917,141.52942515655582,0.0,3.0714708378939832,47.99,72.47954681368883,41.26239177745044,0.0,55.68068134719276,47.99,975.2407938753547
4,0.0,0.0,0.0,0.0,47.99,47.99,-50.10271668193956,0.0,43.231688610829025,47.99,105.12408252269415,47.99,35.750913865674306,0.0,6.0434596218585686,141.52942515655582,47.99,-41.16497484999334,0.0,72.47954681368883,2.3356674237115977,47.99,55.68068134719276,47.99,706.8377738302722
5,47.99,0.0,47.99,47.99,0.0,47.99,-50.10271668193956,6.99,145.9582380702361,47.99,120.55984634392618,0.0,82.05045710658004,47.99,49.00376638440917,141.52942515655582,47.99,3.0714708378939832,47.99,72.47954681368883,41.26239177745044,47.99,28.21664270771669,47.99,1120.9190685165177
6,47.99,47.99,6.99,47.99,0.0,0.0,-86.85974281080348,47.99,58.19435959897771,0.0,107.37238402530744,47.99,82.05045710658004,6.99,49.00376638440917,111.92533058814766,47.99,3.0714708378939832,0.0,50.6229522914854,41.26239177745044,0.0,28.21664270771669,0.0,746.7800125071651
7,0.0,47.99,0.0,0.0,47.99,47.99,-50.10271668193956,47.99,43.231688610829025,47.99,105.12408252269415,47.99,35.750913865674306,47.99,6.0434596218585686,141.52942515655582,47.99,-41.16497484999334,47.99,72.47954681368883,2.3356674237115977,47.99,55.68068134719276,47.99,898.7977738302723
8,47.99,0.0,47.99,0.0,47.99,47.99,-50.10271668193956,47.99,145.9582380702361,47.99,120.55984634392618,47.99,82.05045710658004,47.99,6.0434596218585686,141.52942515655582,0.0,-41.16497484999334,0.0,72.47954681368883,41.26239177745044,6.99,55.68068134719276,0.0,965.2063547055559
9,47.99,47.99,47.99,0.0,47.99,0.0,-86.85974281080348,0.0,145.9582380702361,47.99,120.55984634392618,47.99,82.05045710658004,47.99,6.0434596218585686,111.92533058814766,0.0,-41.16497484999334,47.99,50.6229522914854,41.26239177745044,47.99,55.68068134719276,47.99,965.9786394860803
10,0.0,47.99,47.99,0.0,47.99,47.99,-50.10271668193956,0.0,145.9582380702361,47.99,120.55984634392618,47.99,35.750913865674306,47.99,6.0434596218585686,141.52942515655582,0.0,-41.16497484999334,47.99,72.47954681368883,2.3356674237115977,47.99,55.68068134719276,47.99,968.9700871109114
11,0.0,47.99,0.0,47.99,47.99,47.99,-50.10271668193956,47.99,43.231688610829025,0.0,105.12408252269415,47.99,35.750913865674306,47.99,49.00376638440917,141.52942515655582,0.0,3.0714708378939832,47.99,72.47954681368883,2.3356674237115977,0.0,55.68068134719276,47.99,890.0145262807101
12,0.0,47.99,47.99,47.99,47.99,0.0,-86.85974281080348,47.99,145.9582380702361,47.99,120.55984634392618,47.99,35.750913865674306,47.99,49.00376638440917,111.92533058814766,47.99,3.0714708378939832,0.0,50.6229522914854,2.3356674237115977,47.99,55.68068134719276,47.99,1015.9391243418737
13,0.0,47.99,0.0,47.99,47.99,47.99,-50.10271668193956,0.0,43.231688610829025,47.99,105.12408252269415,47.99,35.750913865674306,6.99,49.00376638440917,141.52942515655582,0.0,3.0714708378939832,47.99,72.47954681368883,2.3356674237115977,0.0,55.68068134719276,47.99,849.0145262807101
14,0.0,47.99,47.99,0.0,47.99,47.99,-50.10271668193956,47.99,145.9582380702361,47.99,120.55984634392618,0.0,35.750913865674306,0.0,6.0434596218585686,141.52942515655582,47.99,-41.16497484999334,47.99,72.47954681368883,2.3356674237115977,47.99,55.68068134719276,0.0,920.9800871109114
15,0.0,0.0,47.99,0.0,47.99,47.99,-50.10271668193956,47.99,145.9582380702361,47.99,120.55984634392618,47.99,35.750913865674306,0.0,6.0434596218585686,141.52942515655582,6.99,-41.16497484999334,0.0,72.47954681368883,2.3356674237115977,47.99,55.68068134719276,47.99,879.9800871109113
16,0.0,47.99,47.99,0.0,0.0,0.0,-86.85974281080348,0.0,145.9582380702361,0.0,120.55984634392618,47.99,35.750913865674306,6.99,6.0434596218585686,111.92533058814766,0.0,-41.16497484999334,47.99,50.6229522914854,2.3356674237115977,0.0,28.21664270771669,0.0,572.3383332519597
17,0.0,47.99,47.99,0.0,47.99,47.99,-50.10271668193956,0.0,145.9582380702361,47.99,120.55984634392618,47.99,35.750913865674306,47.99,6.0434596218585686,141.52942515655582,47.99,-41.16497484999334,47.99,72.47954681368883,2.3356674237115977,0.0,55.68068134719276,0.0,920.9800871109114
18,47.99,0.0,0.0,0.0,0.0,0.0,-86.85974281080348,47.99,43.231688610829025,47.99,105.12408252269415,47.99,82.05045710658004,47.99,6.0434596218585686,111.92533058814766,47.99,-41.16497484999334,47.99,50.6229522914854,41.26239177745044,47.99,28.21664270771669,0.0,724.3722875659652
19,0.0,0.0,47.99,0.0,47.99,47.99,-50.10271668193956,47.99,145.9582380702361,0.0,120.55984634392618,0.0,35.750913865674306,6.99,6.0434596218585686,141.52942515655582,47.99,-41.16497484999334,47.99,72.47954681368883,2.3356674237115977,47.99,55.68068134719276,47.99,879.9800871109113
20,47.99,47.99,0.0,47.99,0.0,6.99,-81.50588549384663,47.99,43.231688610829025,0.0,105.12408252269415,47.99,82.05045710658004,47.99,49.00376638440917,116.23732519188121,47.99,3.0714708378939832,47.99,53.80648210415891,41.26239177745044,47.99,28.21664270771669,0.0,879.3984217497671
21,47.99,47.99,0.0,0.0,0.0,47.99,-50.10271668193956,47.99,43.231688610829025,47.99,105.12408252269415,0.0,82.05045710658004,0.0,6.0434596218585686,141.52942515655582,47.99,-41.16497484999334,0.0,72.47954681368883,41.26239177745044,0.0,28.21664270771669,47.99,764.6000027854407
22,0.0,0.0,47.99,47.99,0.0,47.99,-50.10271668193956,47.99,145.9582380702361,0.0,120.55984634392618,0.0,35.750913865674306,47.99,49.00376638440917,141.52942515655582,47.99,3.0714708378939832,47.99,72.47954681368883,2.3356674237115977,47.99,28.21664270771669,47.99,980.7128009218732
23,0.0,47.99,47.99,47.99,47.99,47.99,-50.10271668193956,47.99,145.9582380702361,47.99,120.55984634392618,0.0,35.750913865674306,47.99,49.00376638440917,141.52942515655582,0.0,3.0714708378939832,47.99,72.47954681368883,2.3356674237115977,47.99,55.68068134719276,0.0,1056.1668395613492
24,47.99,47.99,47.99,47.99,47.99,47.99,-50.10271668193956,47.99,145.9582380702361,47.99,120.55984634392618,0.0,82.05045710658004,0.0,49.00376638440917,141.52942515655582,47.99,3.0714708378939832,47.99,72.47954681368883,41.26239177745044,47.99,55.68068134719276,47.99,1237.3731071559937
